OBJECTID_12 *,OID,Shape *,OID,RASTERVALU,距离,Shape_Length,Shape_Area,LID,mesli,AVERAGE,S,Z-Score
229,162,面,8515,2.281826,0,12000,9000000,229,2.281826,2.162318219,0.662851466,0.180293456
230,195,面,8536,2.34761,0,12000,9000000,230,2.34761,2.162318219,0.662851466,0.279537409
231,325,面,8554,0.377866,0,12000,9000000,231,0.377866,2.162318219,0.662851466,-2.692084593
232,226,面,8571,2.293314,0,12000,9000000,232,2.293314,2.162318219,0.662851466,0.197624639
233,401,面,8598,2.397804,0,12000,9000000,233,2.397804,2.162318219,0.662851466,0.355261765
234,423,面,8607,0.698382,0,12000,9000000,234,0.698382,2.162318219,0.662851466,-2.208543382
235,112,面,8664,2.125457,0,12000,9000000,235,2.125457,2.162318219,0.662851466,-0.055610073
236,58,面,8679,2.439265,0,12000,9000000,236,2.439265,2.162318219,0.662851466,0.417811223
237,387,面,8819,1.625522,0,12000,9000000,237,1.625522,2.162318219,0.662851466,-0.809828817
238,60,面,8882,2.18944,0,12000,9000000,238,2.18944,2.162318219,0.662851466,0.040916831
239,59,面,8947,2.474421,0,12000,9000000,239,2.474421,2.162318219,0.662851466,0.470848746
240,453,面,9020,2.225309,0,12000,9000000,240,2.225309,2.162318219,0.662851466,0.09503001
241,64,面,9022,2.238141,0,12000,9000000,241,2.238141,2.162318219,0.662851466,0.114388797
242,431,面,9027,0.760266,0,12000,9000000,242,0.760266,2.162318219,0.662851466,-2.1151831
243,307,面,9049,0.62537,0,12000,9000000,243,0.62537,2.162318219,0.662851466,-2.31869174
244,236,面,9051,0.851089,0,12000,9000000,244,0.851089,2.162318219,0.662851466,-1.97816447
245,276,面,9059,0.736197,0,12000,9000000,245,0.736197,2.162318219,0.662851466,-2.151494402
246,131,面,9070,1.856933,0,12000,9000000,246,1.856933,2.162318219,0.662851466,-0.460714405
247,487,面,9089,2.362285,0,12000,9000000,247,2.362285,2.162318219,0.662851466,0.301676607
248,187,面,9103,1.977594,0,12000,9000000,248,1.977594,2.162318219,0.662851466,-0.278681165
249,62,面,9125,2.265507,0,12000,9000000,249,2.265507,2.162318219,0.662851466,0.155674064
250,367,面,9158,2.27633,0,12000,9000000,250,2.27633,2.162318219,0.662851466,0.172002005
251,218,面,9204,1.680439,0,12000,9000000,251,1.680439,2.162318219,0.662851466,-0.726979185
252,152,面,9216,2.412135,0,12000,9000000,252,2.412135,2.162318219,0.662851466,0.376881993
253,88,面,9217,2.00982,0,12000,9000000,253,2.00982,2.162318219,0.662851466,-0.230063938
254,327,面,9244,0.630291,0,12000,9000000,254,0.630291,2.162318219,0.662851466,-2.311267754
255,127,面,9245,2.460101,0,12000,9000000,255,2.460101,2.162318219,0.662851466,0.449245113
256,44,面,9247,2.324713,0,12000,9000000,256,2.324713,2.162318219,0.662851466,0.244994225
257,77,面,9252,2.423867,0,12000,9000000,257,2.423867,2.162318219,0.662851466,0.394581282
258,85,面,9282,2.308679,0,12000,9000000,258,2.308679,2.162318219,0.662851466,0.220804794
259,349,面,9365,2.209404,0,12000,9000000,259,2.209404,2.162318219,0.662851466,0.071035193
260,318,面,9386,2.169182,0,12000,9000000,260,2.169182,2.162318219,0.662851466,0.010354931
261,52,面,9390,2.634862,0,12000,9000000,261,2.634862,2.162318219,0.662851466,0.712895431
262,71,面,9428,0.602282,0,12000,9000000,262,0.602282,2.162318219,0.662851466,-2.353523072
263,339,面,9456,1.799002,0,12000,9000000,263,1.799002,2.162318219,0.662851466,-0.548111058
264,439,面,9461,2.273398,0,12000,9000000,264,2.273398,2.162318219,0.662851466,0.167578692
265,350,面,9479,2.023383,0,12000,9000000,265,2.023383,2.162318219,0.662851466,-0.20960234
266,482,面,9504,2.259676,0,12000,9000000,266,2.259676,2.162318219,0.662851466,0.146877221
267,428,面,9507,2.085721,0,12000,9000000,267,2.085721,2.162318219,0.662851466,-0.115557138
268,309,面,9541,2.491873,0,12000,9000000,268,2.491873,2.162318219,0.662851466,0.49717742
269,404,面,9576,2.357741,0,12000,9000000,269,2.357741,2.162318219,0.662851466,0.294821376
