LID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,ERI,AVERAGE,S,Z-score
117,8360000,0,0,70000,570000,0,0.928888889,0,0,0.007777778,0.063333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022658234,0.018349227,0.00692192,0.622516189
118,7720000,20000,0,230000,1030000,0,0.857777778,0.002222222,0,0.025555556,0.114444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022133274,0.018349227,0.00692192,0.546675955
119,8870000,0,0,110000,20000,0,0.985555556,0,0,0.012222222,0.002222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.023606424,0.018349227,0.00692192,0.759499867
120,7980000,0,0,170000,850000,0,0.886666667,0,0,0.018888889,0.094444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022367729,0.018349227,0.00692192,0.58054734
121,7500000,890000,110000,170000,330000,0,0.833333333,0.098888889,0.012222222,0.018888889,0.036666667,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021263748,0.018349227,0.00692192,0.421056755
122,6790000,2170000,0,40000,0,0,0.754444444,0.241111111,0,0.004444444,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.019093684,0.018349227,0.00692192,0.107550657
123,8020000,0,0,0,980000,0,0.891111111,0,0,0,0.108888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021887234,0.018349227,0.00692192,0.511130902
124,7670000,0,0,500000,830000,0,0.852222222,0,0,0.055555556,0.092222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022926867,0.018349227,0.00692192,0.661325221
125,6730000,0,0,480000,1790000,0,0.747777778,0,0,0.053333333,0.198888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021351398,0.018349227,0.00692192,0.433719428
126,8320000,60000,0,180000,440000,0,0.924444444,0.006666667,0,0.02,0.048888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022920339,0.018349227,0.00692192,0.66038213
127,8280000,0,0,0,720000,0,0.92,0,0,0,0.08,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022305273,0.018349227,0.00692192,0.571524409
128,7710000,0,0,690000,600000,0,0.856666667,0,0,0.076666667,0.066666667,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.023600084,0.018349227,0.00692192,0.758583936
